Archivo;ID Empresa;Interno;Fecha Inicio primer turno;Hora Inicio primer turno;Minutos Inicio primer turno;Fecha cierre ultimo turno;Hora cierre ultimo turno;Minutos cierre ultimo turno;Duración;Distancia;Velocidad promedio;Cant. Trx.;Recaudacion;Reinicios;Inicio del primer turno;Cierre del último turno
TLL_0265_482_01088_0000000097_03187_20230126_230430_04.19.bin;265;1088;26/1/2023 00:00:00;17;8;26/1/2023 00:00:00;22;58;5:50:19;96,937;16,60;51;394,5;0;26/1/2023 17:08:40;26/1/2023 22:58:59
TLL_0265_482_01088_0000000097_03188_20230128_220934_04.19.bin;265;1088;28/1/2023 00:00:00;5;4;28/1/2023 00:00:00;9;55;4:50:42;70,938;14,64;23;110;0;28/1/2023 05:04:52;28/1/2023 09:55:34
TLL_0265_482_01088_0000000097_03189_20230128_221020_04.19.bin;265;1088;28/1/2023 00:00:00;10;4;28/1/2023 00:00:00;11;3;0:59:09;19,12;19,39;6;4,5;0;28/1/2023 10:04:34;28/1/2023 11:03:43
TLL_0265_482_01088_0000000097_03190_20230128_221021_04.19.bin;265;1088;28/1/2023 00:00:00;11;8;28/1/2023 00:00:00;13;57;2:49:02;45,174;16,03;9;34,5;0;28/1/2023 11:08:51;28/1/2023 13:57:53
TLL_0265_482_01088_0000000097_03191_20230128_221022_04.19.bin;265;1088;28/1/2023 00:00:00;13;58;28/1/2023 00:00:00;18;7;4:08:56;69,14;16,66;20;94,5;0;28/1/2023 13:58:38;28/1/2023 18:07:34
TLL_0265_482_01088_0000000097_03192_20230128_221023_04.19.bin;265;1088;28/1/2023 00:00:00;18;15;28/1/2023 00:00:00;19;19;1:04:11;19,092;17,85;3;30;0;28/1/2023 18:15:28;28/1/2023 19:19:39
TLL_0265_482_01088_0000000097_03193_20230128_221023_04.19.bin;265;1088;28/1/2023 00:00:00;19;26;28/1/2023 00:00:00;22;9;2:43:00;47,421;17,46;12;44,5;0;28/1/2023 19:26:17;28/1/2023 22:09:17
TLL_0265_482_01088_0000000097_03194_20230130_045549_04.19.bin;265;1088;30/1/2023 00:00:00;4;55;30/1/2023 00:00:00;4;55;0:00:10;0;0,00;0;0;0;30/1/2023 04:55:22;30/1/2023 04:55:32
TLL_0265_482_01088_0000000097_03195_20230131_045209_04.19.bin;265;1088;31/1/2023 00:00:00;4;51;31/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;31/1/2023 04:51:46;31/1/2023 04:51:54
TLL_0265_482_01088_0000000097_03196_20230131_230217_04.19.bin;265;1088;31/1/2023 00:00:00;5;2;31/1/2023 00:00:00;8;46;3:44:26;52,158;13,94;31;129;0;31/1/2023 05:02:21;31/1/2023 08:46:47
TLL_0265_482_01088_0000000097_03197_20230131_230239_04.19.bin;265;1088;31/1/2023 00:00:00;8;49;31/1/2023 00:00:00;10;5;1:16:15;19,395;15,26;21;80;0;31/1/2023 08:49:00;31/1/2023 10:05:15
TLL_0265_482_01088_0000000097_03198_20230131_230242_04.19.bin;265;1088;31/1/2023 00:00:00;10;10;31/1/2023 00:00:00;14;9;3:59:48;69,122;17,29;59;305;0;31/1/2023 10:10:03;31/1/2023 14:09:51
TLL_0265_482_01088_0000000097_03199_20230131_230245_04.19.bin;265;1088;31/1/2023 00:00:00;14;13;31/1/2023 00:00:00;17;12;2:59:00;45,634;15,30;20;113,5;0;31/1/2023 14:13:18;31/1/2023 17:12:18
TLL_0265_482_01088_0000000097_03200_20230131_230246_04.19.bin;265;1088;31/1/2023 00:00:00;17;13;31/1/2023 00:00:00;18;16;1:03:14;19,095;18,12;11;80;0;31/1/2023 17:13:39;31/1/2023 18:16:53
TLL_0265_482_01088_0000000097_03201_20230131_230247_04.19.bin;265;1088;31/1/2023 00:00:00;18;18;31/1/2023 00:00:00;23;2;4:43:37;78,057;16,51;52;297;0;31/1/2023 18:18:23;31/1/2023 23:02:00
TLL_0265_482_01088_0000000097_03202_20230201_051642_04.19.bin;265;1088;1/2/2023 00:00:00;5;12;1/2/2023 00:00:00;5;16;0:03:38;0;0,00;0;0;0;1/2/2023 05:12:53;1/2/2023 05:16:31
TLL_0265_482_01089_0000003403_05872_20221230_224623_04.19.bin;265;1089;30/12/2022 00:00:00;5;18;30/12/2022 00:00:00;5;29;0:10:23;4,39;25,37;0;0;0;30/12/2022 05:18:58;30/12/2022 05:29:21
TLL_0265_482_01089_0000003403_05873_20221230_224639_04.19.bin;265;1089;30/12/2022 00:00:00;5;33;30/12/2022 00:00:00;7;28;1:54:24;32,005;16,79;13;114,5;0;30/12/2022 05:33:36;30/12/2022 07:28:00
TLL_0265_482_01089_0000003403_05874_20221230_224710_04.19.bin;265;1089;30/12/2022 00:00:00;7;29;30/12/2022 00:00:00;8;35;1:06:20;23,113;20,91;16;90;0;30/12/2022 07:29:17;30/12/2022 08:35:37
TLL_0265_482_01089_0000003403_05875_20221230_234435_04.19.bin;265;1089;30/12/2022 00:00:00;8;37;30/12/2022 00:00:00;13;35;4:57:42;100,632;20,28;86;503;0;30/12/2022 08:37:56;30/12/2022 13:35:38
TLL_0265_482_01089_0000003403_05876_20221230_224842_04.19.bin;265;1089;30/12/2022 00:00:00;13;44;30/12/2022 00:00:00;15;39;1:54:07;36,161;19,01;15;57;0;30/12/2022 13:44:54;30/12/2022 15:39:01
TLL_0265_482_01089_0000003403_05877_20221230_224928_04.19.bin;265;1089;30/12/2022 00:00:00;15;42;30/12/2022 00:00:00;16;46;1:04:00;22,591;21,18;14;99;0;30/12/2022 15:42:01;30/12/2022 16:46:01
TLL_0265_482_01089_0000003403_05878_20221231_015617_04.19.bin;265;1089;30/12/2022 00:00:00;16;47;30/12/2022 00:00:00;21;52;5:05:33;101,19;19,87;54;308,5;0;30/12/2022 16:47:22;30/12/2022 21:52:55
TLL_0265_482_01089_0000003403_05879_20230103_045032_04.19.bin;265;1089;3/1/2023 00:00:00;4;50;3/1/2023 00:00:00;4;50;0:00:08;0;0,00;0;0;0;3/1/2023 04:50:06;3/1/2023 04:50:14
TLL_0265_482_01089_0000003403_05880_20230103_234343_04.19.bin;265;1089;3/1/2023 00:00:00;5;35;3/1/2023 00:00:00;11;4;5:29:02;104,554;19,07;81;437;0;3/1/2023 05:35:09;3/1/2023 11:04:11
TLL_0265_482_01089_0000003403_05881_20230103_231514_04.19.bin;265;1089;3/1/2023 00:00:00;11;12;3/1/2023 00:00:00;11;33;0:20:57;8,222;23,55;13;79;0;3/1/2023 11:12:33;3/1/2023 11:33:30
TLL_0265_482_01089_0000003403_05882_20230103_231547_04.19.bin;265;1089;3/1/2023 00:00:00;11;35;3/1/2023 00:00:00;17;13;5:37:56;113,337;20,12;87;665;0;3/1/2023 11:35:50;3/1/2023 17:13:46
TLL_0265_482_01089_0000003403_05883_20230103_234400_04.19.bin;265;1089;3/1/2023 00:00:00;17;19;3/1/2023 00:00:00;22;57;5:37:22;108,906;19,37;46;339;0;3/1/2023 17:19:42;3/1/2023 22:57:04
TLL_0265_482_01089_0000003403_05884_20230105_045718_04.19.bin;265;1089;5/1/2023 00:00:00;4;56;5/1/2023 00:00:00;4;57;0:00:08;0;0,00;0;0;0;5/1/2023 04:56:53;5/1/2023 04:57:01
TLL_0265_482_01089_0000003403_05885_20230105_225902_04.19.bin;265;1089;5/1/2023 00:00:00;5;43;5/1/2023 00:00:00;11;31;5:48:49;113,045;19,44;116;737,5;0;5/1/2023 05:43:02;5/1/2023 11:31:51
TLL_0265_482_01089_0000003403_05886_20230105_225950_04.19.bin;265;1089;5/1/2023 00:00:00;11;34;5/1/2023 00:00:00;17;15;5:40:43;113,621;20,01;86;612,5;0;5/1/2023 11:34:17;5/1/2023 17:15:00
TLL_0265_482_01089_0000003403_05887_20230105_230022_04.19.bin;265;1089;5/1/2023 00:00:00;17;17;5/1/2023 00:00:00;22;58;5:41:10;108,782;19,13;64;510,5;0;5/1/2023 17:17:35;5/1/2023 22:58:45
TLL_0265_482_01089_0000003403_05888_20230106_050125_04.19.bin;265;1089;6/1/2023 00:00:00;5;0;6/1/2023 00:00:00;5;1;0:00:11;0;0,00;0;0;0;6/1/2023 05:00:58;6/1/2023 05:01:09
TLL_0265_482_01089_0000003403_05889_20230107_045624_04.19.bin;265;1089;7/1/2023 00:00:00;4;56;7/1/2023 00:00:00;4;56;0:00:07;0;0,00;0;0;0;7/1/2023 04:56:01;7/1/2023 04:56:08
TLL_0265_482_01089_0000003403_05890_20230107_221726_04.19.bin;265;1089;7/1/2023 00:00:00;5;18;7/1/2023 00:00:00;7;36;2:17:10;36,279;15,87;4;30;0;7/1/2023 05:18:54;7/1/2023 07:36:04
TLL_0265_482_01089_0000003403_05891_20230107_221727_04.19.bin;265;1089;7/1/2023 00:00:00;7;36;7/1/2023 00:00:00;8;41;1:05:32;22,728;20,81;13;70;0;7/1/2023 07:36:26;7/1/2023 08:41:58
TLL_0265_482_01089_0000003403_05892_20230108_003140_04.19.bin;265;1089;7/1/2023 00:00:00;8;44;7/1/2023 00:00:00;13;38;4:53:55;97,347;19,87;38;194,5;0;7/1/2023 08:44:21;7/1/2023 13:38:16
TLL_0265_482_01089_0000003403_05893_20230107_224750_04.19.bin;265;1089;7/1/2023 00:00:00;13;41;7/1/2023 00:00:00;15;37;1:56:21;38,119;19,66;16;110;0;7/1/2023 13:41:01;7/1/2023 15:37:22
TLL_0265_482_01089_0000003403_05894_20230108_000914_04.19.bin;265;1089;7/1/2023 00:00:00;15;41;7/1/2023 00:00:00;16;51;1:10:02;22,625;19,38;8;33,5;0;7/1/2023 15:41:10;7/1/2023 16:51:12
TLL_0265_482_01089_0000003403_05895_20230108_004944_04.19.bin;265;1089;7/1/2023 00:00:00;16;54;7/1/2023 00:00:00;22;17;5:22:28;102,561;19,08;37;257;0;7/1/2023 16:54:41;7/1/2023 22:17:09
TLL_0265_482_01089_0000003403_05896_20230118_010439_04.19.bin;265;1089;17/1/2023 00:00:00;4;49;17/1/2023 00:00:00;11;11;6:21:35;104,897;16,49;127;762;0;17/1/2023 04:49:35;17/1/2023 11:11:10
TLL_0265_482_01089_0000003403_05897_20230118_010557_04.19.bin;265;1089;17/1/2023 00:00:00;11;13;17/1/2023 00:00:00;17;2;5:48:43;113,322;19,50;60;464,5;0;17/1/2023 11:13:57;17/1/2023 17:02:40
TLL_0265_482_01089_0000003403_05898_20230118_010714_04.19.bin;265;1089;17/1/2023 00:00:00;17;3;17/1/2023 00:00:00;23;1;5:58:38;117,626;19,68;50;337;0;17/1/2023 17:03:03;17/1/2023 23:01:41
TLL_0265_482_01089_0000003403_05899_20230120_065503_04.19.bin;265;1089;19/1/2023 00:00:00;4;53;19/1/2023 00:00:00;11;0;6:07:07;90,427;14,78;113;669,5;0;19/1/2023 04:53:36;19/1/2023 11:00:43
TLL_0265_482_01089_0000003403_05900_20230120_065505_04.19.bin;265;1089;19/1/2023 00:00:00;11;1;19/1/2023 00:00:00;17;4;6:02:51;104,41;17,26;74;518;0;19/1/2023 11:01:12;19/1/2023 17:04:03
TLL_0265_482_01089_0000003403_05901_20230120_045006_04.19.bin;265;1089;19/1/2023 00:00:00;17;4;19/1/2023 00:00:00;23;0;5:56:33;120,229;20,23;64;543,5;0;19/1/2023 17:04:24;19/1/2023 23:00:57
TLL_0265_482_01089_0000003403_05902_20230121_222129_04.19.bin;265;1089;21/1/2023 00:00:00;4;52;21/1/2023 00:00:00;11;23;6:30:51;113,169;17,37;51;364,5;0;21/1/2023 04:52:48;21/1/2023 11:23:39
TLL_0265_482_01089_0000003403_05903_20230121_222246_04.19.bin;265;1089;21/1/2023 00:00:00;11;24;21/1/2023 00:00:00;12;36;1:11:13;22,637;19,07;6;23,5;0;21/1/2023 11:24:55;21/1/2023 12:36:08
TLL_0265_482_01089_0000003403_05904_20230121_222332_04.19.bin;265;1089;21/1/2023 00:00:00;12;38;21/1/2023 00:00:00;13;40;1:02:11;21,47;20,72;12;100;0;21/1/2023 12:38:12;21/1/2023 13:40:23
TLL_0265_482_01089_0000003403_05905_20230121_225852_04.19.bin;265;1089;21/1/2023 00:00:00;13;43;21/1/2023 00:00:00;19;36;5:53:01;114,203;19,41;40;314,5;0;21/1/2023 13:43:41;21/1/2023 19:36:42
TLL_0265_482_01089_0000003403_05906_20230121_225926_04.19.bin;265;1089;21/1/2023 00:00:00;19;37;21/1/2023 00:00:00;20;55;1:17:23;22,499;17,44;21;180;0;21/1/2023 19:37:49;21/1/2023 20:55:12
TLL_0265_482_01089_0000003403_05907_20230121_224306_04.19.bin;265;1089;21/1/2023 00:00:00;20;55;21/1/2023 00:00:00;22;15;1:20:15;27,489;20,55;5;50;0;21/1/2023 20:55:37;21/1/2023 22:15:52
TLL_0265_482_01089_0000003403_05908_20230124_225954_04.19.bin;265;1089;24/1/2023 00:00:00;4;53;24/1/2023 00:00:00;4;53;0:00:15;0;0,00;0;0;0;24/1/2023 04:53:27;24/1/2023 04:53:42
TLL_0265_482_01089_0000003403_05909_20230124_231928_04.19.bin;265;1089;24/1/2023 00:00:00;4;57;24/1/2023 00:00:00;11;5;6:08:28;104,618;17,04;94;517;0;24/1/2023 04:57:01;24/1/2023 11:05:29
TLL_0265_482_01089_0000003403_05910_20230125_004527_04.19.bin;265;1089;24/1/2023 00:00:00;11;7;24/1/2023 00:00:00;16;48;5:40:53;113,119;19,91;66;446;0;24/1/2023 11:07:45;24/1/2023 16:48:38
TLL_0265_482_01089_0000003403_05911_20230124_232232_04.19.bin;265;1089;24/1/2023 00:00:00;16;52;24/1/2023 00:00:00;22;59;6:06:45;116,999;19,14;45;312,5;0;24/1/2023 16:52:51;24/1/2023 22:59:36
TLL_0265_482_01089_0000003403_05912_20230126_045040_04.19.bin;265;1089;26/1/2023 00:00:00;4;50;26/1/2023 00:00:00;4;50;0:00:08;0;0,00;0;0;0;26/1/2023 04:50:14;26/1/2023 04:50:22
TLL_0265_482_01089_0000003403_05913_20230127_044605_04.19.bin;265;1089;26/1/2023 00:00:00;5;5;26/1/2023 00:00:00;11;4;5:59:34;105,463;17,60;97;598;0;26/1/2023 05:05:04;26/1/2023 11:04:38
TLL_0265_482_01089_0000003403_05914_20230127_044638_04.19.bin;265;1089;26/1/2023 00:00:00;11;8;26/1/2023 00:00:00;16;51;5:42:44;113,045;19,79;70;482,5;0;26/1/2023 11:08:21;26/1/2023 16:51:05
TLL_0265_482_01089_0000003403_05915_20230127_044725_04.19.bin;265;1089;26/1/2023 00:00:00;16;53;26/1/2023 00:00:00;22;59;6:05:57;117,026;19,19;49;328;0;26/1/2023 16:53:37;26/1/2023 22:59:34
TLL_0265_482_01089_0000003403_05916_20230128_050958_04.19.bin;265;1089;28/1/2023 00:00:00;5;9;28/1/2023 00:00:00;5;9;0:00:16;0;0,00;0;0;0;28/1/2023 05:09:25;28/1/2023 05:09:41
TLL_0265_482_01089_0000003403_05917_20230130_045443_04.19.bin;265;1089;28/1/2023 00:00:00;5;10;28/1/2023 00:00:00;11;20;6:09:50;112,499;18,25;45;233,5;0;28/1/2023 05:10:17;28/1/2023 11:20:07
TLL_0265_482_01089_0000003403_05918_20230130_051322_04.19.bin;265;1089;28/1/2023 00:00:00;11;28;28/1/2023 00:00:00;12;35;1:06:46;22,629;20,34;10;53,5;0;28/1/2023 11:28:40;28/1/2023 12:35:26
TLL_0265_482_01089_0000003403_05919_20230130_045615_04.19.bin;265;1089;28/1/2023 00:00:00;12;37;28/1/2023 00:00:00;13;43;1:05:46;21,378;19,50;9;80;0;28/1/2023 12:37:32;28/1/2023 13:43:18
TLL_0265_482_01089_0000003403_05920_20230130_045616_04.19.bin;265;1089;28/1/2023 00:00:00;13;45;28/1/2023 00:00:00;19;38;5:52:36;114,192;19,43;63;375;0;28/1/2023 13:45:45;28/1/2023 19:38:21
TLL_0265_482_01089_0000003403_05921_20230130_045733_04.19.bin;265;1089;28/1/2023 00:00:00;19;41;28/1/2023 00:00:00;20;49;1:08:45;22,634;19,75;13;84,5;0;28/1/2023 19:41:10;28/1/2023 20:49:55
TLL_0265_482_01089_0000003403_05922_20230130_045734_04.19.bin;265;1089;28/1/2023 00:00:00;20;50;28/1/2023 00:00:00;21;55;1:05:02;23,895;22,05;4;23,5;0;28/1/2023 20:50:37;28/1/2023 21:55:39
TLL_0265_482_01089_0000003403_05924_20230131_045415_04.19.bin;265;1089;31/1/2023 00:00:00;4;53;31/1/2023 00:00:00;4;53;0:00:07;0;0,00;0;0;0;31/1/2023 04:53:37;31/1/2023 04:53:44
TLL_0265_482_01089_0000003403_05925_20230131_225820_04.19.bin;265;1089;31/1/2023 00:00:00;5;12;31/1/2023 00:00:00;11;7;5:55:05;104,412;17,64;145;841;0;31/1/2023 05:12:06;31/1/2023 11:07:11
TLL_0265_482_01089_0000003403_05926_20230131_225823_04.19.bin;265;1089;31/1/2023 00:00:00;11;8;31/1/2023 00:00:00;16;46;5:37:25;113,041;20,10;65;461,5;0;31/1/2023 11:08:49;31/1/2023 16:46:14
TLL_0265_482_01089_0000003403_05927_20230131_225825_04.19.bin;265;1089;31/1/2023 00:00:00;16;51;31/1/2023 00:00:00;22;52;6:01:42;115,967;19,24;70;459,5;0;31/1/2023 16:51:11;31/1/2023 22:52:53
TLL_0265_482_01089_0000003403_05928_20230201_051509_04.19.bin;265;1089;1/2/2023 00:00:00;5;10;1/2/2023 00:00:00;5;14;0:04:17;0;0,00;0;0;0;1/2/2023 05:10:36;1/2/2023 05:14:53
TLL_0265_482_01089_0000003403_05929_20230201_061358_04.19.bin;265;1089;1/2/2023 00:00:00;6;13;1/2/2023 00:00:00;6;13;0:00:25;0;0,00;0;0;0;1/2/2023 06:13:16;1/2/2023 06:13:41
TLL_0265_482_01089_0000003403_05930_20230201_063712_04.19.bin;265;1089;1/2/2023 00:00:00;6;14;1/2/2023 00:00:00;6;36;0:22:39;0;0,00;1;0;0;1/2/2023 06:14:02;1/2/2023 06:36:41
TLL_0265_482_01089_0000003403_05931_20230202_045023_04.19.bin;265;1089;2/2/2023 00:00:00;4;50;2/2/2023 00:00:00;4;50;0:00:07;0;0,00;0;0;0;2/2/2023 04:50:00;2/2/2023 04:50:07
TLL_0265_482_01089_0000003403_05932_20230202_231554_04.19.bin;265;1089;2/2/2023 00:00:00;4;52;2/2/2023 00:00:00;11;7;6:14:55;104,307;16,69;87;497;0;2/2/2023 04:52:55;2/2/2023 11:07:50
TLL_0265_482_01089_0000003403_05933_20230202_230006_04.19.bin;265;1089;2/2/2023 00:00:00;11;8;2/2/2023 00:00:00;16;50;5:42:12;112,901;19,80;85;590,5;0;2/2/2023 11:08:38;2/2/2023 16:50:50
TLL_0265_482_01089_0000003403_05934_20230202_230023_04.19.bin;265;1089;2/2/2023 00:00:00;16;56;2/2/2023 00:00:00;22;53;5:57:33;116,163;19,49;72;457;0;2/2/2023 16:56:22;2/2/2023 22:53:55
TLL_0265_482_01089_0000003403_05935_20230204_044917_04.19.bin;265;1089;4/2/2023 00:00:00;4;48;4/2/2023 00:00:00;4;49;0:00:14;0;0,00;0;0;0;4/2/2023 04:48:46;4/2/2023 04:49:00
TLL_0265_482_01089_0000003403_05936_20230204_111508_04.19.bin;265;1089;4/2/2023 00:00:00;5;8;4/2/2023 00:00:00;11;9;6:01:13;104,438;17,35;43;208;0;4/2/2023 05:08:25;4/2/2023 11:09:38
TLL_0265_999_01089_0000003403_05923_20230130_045805_04.19.bin;265;1089;30/1/2023 00:00:00;4;54;30/1/2023 00:00:00;4;54;0:00:09;0;0,00;0;0;0;30/1/2023 04:54:17;30/1/2023 04:54:26
TLL_0265_482_01092_0000003411_05430_20221230_221753_04.19.bin;265;1092;30/12/2022 00:00:00;5;9;30/12/2022 00:00:00;11;36;6:27:05;105,122;16,29;104;423;0;30/12/2022 05:09:29;30/12/2022 11:36:34
TLL_0265_482_01092_0000003411_05431_20221230_221754_04.19.bin;265;1092;30/12/2022 00:00:00;11;37;30/12/2022 00:00:00;12;40;1:02:43;20,994;20,08;13;80;0;30/12/2022 11:37:48;30/12/2022 12:40:31
TLL_0265_482_01092_0000003411_05432_20221230_221755_04.19.bin;265;1092;30/12/2022 00:00:00;12;42;30/12/2022 00:00:00;13;56;1:14:33;25,596;20,60;13;98;0;30/12/2022 12:42:03;30/12/2022 13:56:36
TLL_0265_482_01092_0000003411_05433_20221230_221756_04.19.bin;265;1092;30/12/2022 00:00:00;13;58;30/12/2022 00:00:00;19;35;5:36:51;100,077;17,83;53;325;0;30/12/2022 13:58:23;30/12/2022 19:35:14
TLL_0265_482_01092_0000003411_05434_20221230_221757_04.19.bin;265;1092;30/12/2022 00:00:00;19;37;30/12/2022 00:00:00;20;45;1:08:16;21,047;18,50;16;104,5;0;30/12/2022 19:37:17;30/12/2022 20:45:33
TLL_0265_482_01092_0000003411_05435_20221230_221758_04.19.bin;265;1092;30/12/2022 00:00:00;20;45;30/12/2022 00:00:00;22;12;1:26:34;28,486;19,74;14;63,5;0;30/12/2022 20:45:49;30/12/2022 22:12:23
TLL_0265_482_01092_0000003411_05436_20230102_092330_04.19.bin;265;1092;2/1/2023 00:00:00;7;42;2/1/2023 00:00:00;9;12;1:30:34;29,331;19,43;37;174,5;0;2/1/2023 07:42:16;2/1/2023 09:12:50
TLL_0265_482_01092_0000003411_05437_20230103_044900_04.19.bin;265;1092;3/1/2023 00:00:00;4;48;3/1/2023 00:00:00;4;48;0:00:09;0;0,00;0;0;0;3/1/2023 04:48:38;3/1/2023 04:48:47
TLL_0265_482_01092_0000003411_05438_20230103_225118_04.19.bin;265;1092;3/1/2023 00:00:00;5;14;3/1/2023 00:00:00;11;28;6:14:36;102,719;16,45;111;651,5;0;3/1/2023 05:14:12;3/1/2023 11:28:48
TLL_0265_482_01092_0000003411_05439_20230103_225151_04.19.bin;265;1092;3/1/2023 00:00:00;11;32;3/1/2023 00:00:00;16;51;5:19:12;93,608;17,60;74;502,5;0;3/1/2023 11:32:17;3/1/2023 16:51:29
TLL_0265_482_01092_0000003411_05440_20230103_230856_04.19.bin;265;1092;3/1/2023 00:00:00;16;53;3/1/2023 00:00:00;22;50;5:56:56;110,557;18,58;64;482,5;0;3/1/2023 16:53:57;3/1/2023 22:50:53
TLL_0265_482_01092_0000003411_05441_20230105_045745_04.19.bin;265;1092;5/1/2023 00:00:00;4;57;5/1/2023 00:00:00;4;57;0:00:11;0;0,00;0;0;0;5/1/2023 04:57:15;5/1/2023 04:57:26
TLL_0265_482_01092_0000003411_05442_20230106_045918_04.19.bin;265;1092;5/1/2023 00:00:00;5;45;5/1/2023 00:00:00;11;30;5:45:25;102,885;17,87;112;566,5;0;5/1/2023 05:45:21;5/1/2023 11:30:46
TLL_0265_482_01092_0000003411_05443_20230106_023913_04.19.bin;265;1092;5/1/2023 00:00:00;11;32;5/1/2023 00:00:00;17;20;5:47:28;102,069;17,63;61;376;0;5/1/2023 11:32:44;5/1/2023 17:20:12
TLL_0265_482_01092_0000003411_05444_20230106_003252_04.19.bin;265;1092;5/1/2023 00:00:00;17;26;5/1/2023 00:00:00;22;53;5:26:14;102,004;18,76;52;392,5;0;5/1/2023 17:26:50;5/1/2023 22:53:04
TLL_0265_482_01092_0000003411_05445_20230106_050022_04.19.bin;265;1092;6/1/2023 00:00:00;4;58;6/1/2023 00:00:00;4;59;0:00:11;0;0,00;0;0;0;6/1/2023 04:58:51;6/1/2023 04:59:02
TLL_0265_482_01092_0000003411_05446_20230107_045755_04.19.bin;265;1092;7/1/2023 00:00:00;4;57;7/1/2023 00:00:00;4;57;0:00:09;0;0,00;0;0;0;7/1/2023 04:57:27;7/1/2023 04:57:36
TLL_0265_482_01092_0000003411_05447_20230107_225705_04.19.bin;265;1092;7/1/2023 00:00:00;5;16;7/1/2023 00:00:00;11;32;6:15:54;102,297;16,33;52;327;1;7/1/2023 05:16:16;7/1/2023 11:32:10
TLL_0265_482_01092_0000003411_05448_20230107_222544_04.19.bin;265;1092;7/1/2023 00:00:00;11;34;7/1/2023 00:00:00;12;38;1:03:31;20,6;19,46;6;40;0;7/1/2023 11:34:40;7/1/2023 12:38:11
TLL_0265_482_01092_0000003411_05449_20230107_222544_04.19.bin;265;1092;7/1/2023 00:00:00;12;44;7/1/2023 00:00:00;13;51;1:07:08;20,375;18,21;10;59;0;7/1/2023 12:44:14;7/1/2023 13:51:22
TLL_0265_482_01092_0000003411_05450_20230107_222545_04.19.bin;265;1092;7/1/2023 00:00:00;13;52;7/1/2023 00:00:00;14;8;0:16:02;4,614;17,27;0;0;0;7/1/2023 13:52:16;7/1/2023 14:08:18
TLL_0265_482_01092_0000003411_05451_20230107_222546_04.19.bin;265;1092;7/1/2023 00:00:00;14;8;7/1/2023 00:00:00;19;44;5:36:10;98,089;17,51;30;207;0;7/1/2023 14:08:47;7/1/2023 19:44:57
TLL_0265_482_01092_0000003411_05452_20230107_222547_04.19.bin;265;1092;7/1/2023 00:00:00;19;45;7/1/2023 00:00:00;20;50;1:04:45;20,558;19,05;13;120;0;7/1/2023 19:45:17;7/1/2023 20:50:02
TLL_0265_482_01092_0000003411_05453_20230107_222548_04.19.bin;265;1092;7/1/2023 00:00:00;20;50;7/1/2023 00:00:00;22;24;1:34:17;29,635;18,86;11;70;0;7/1/2023 20:50:24;7/1/2023 22:24:41
TLL_0265_482_01092_0000003411_05454_20230110_044345_04.19.bin;265;1092;10/1/2023 00:00:00;4;42;10/1/2023 00:00:00;4;43;0:00:09;0;0,00;0;0;0;10/1/2023 04:42:58;10/1/2023 04:43:07
TLL_0265_482_01092_0000003411_05455_20230111_000136_04.19.bin;265;1092;10/1/2023 00:00:00;4;53;10/1/2023 00:00:00;11;32;6:39:13;102,92;15,47;130;621,5;0;10/1/2023 04:53:17;10/1/2023 11:32:30
TLL_0265_482_01092_0000003411_05456_20230111_000354_04.19.bin;265;1092;10/1/2023 00:00:00;11;32;10/1/2023 00:00:00;17;18;5:45:26;102,59;17,82;70;427,5;0;10/1/2023 11:32:51;10/1/2023 17:18:17
TLL_0265_482_01092_0000003411_05457_20230110_234604_04.19.bin;265;1092;10/1/2023 00:00:00;17;20;10/1/2023 00:00:00;23;5;5:45:20;101,373;17,61;61;442;0;10/1/2023 17:20:37;10/1/2023 23:05:57
TLL_0265_482_01092_0000003411_05458_20230112_044554_04.19.bin;265;1092;12/1/2023 00:00:00;4;45;12/1/2023 00:00:00;4;45;0:00:07;0;0,00;0;0;0;12/1/2023 04:45:31;12/1/2023 04:45:38
TLL_0265_482_01092_0000003411_05459_20230113_001805_04.19.bin;265;1092;12/1/2023 00:00:00;5;0;12/1/2023 00:00:00;11;32;6:32:55;102,861;15,71;76;463;0;12/1/2023 05:00:00;12/1/2023 11:32:55
TLL_0265_482_01092_0000003411_05460_20230113_001907_04.19.bin;265;1092;12/1/2023 00:00:00;11;33;12/1/2023 00:00:00;17;19;5:46:09;102,313;17,73;69;450,5;0;12/1/2023 11:33:16;12/1/2023 17:19:25
TLL_0265_482_01092_0000003411_05461_20230113_000233_04.19.bin;265;1092;12/1/2023 00:00:00;17;22;12/1/2023 00:00:00;23;2;5:39:34;101,085;17,86;54;387;0;12/1/2023 17:22:51;12/1/2023 23:02:25
TLL_0265_482_01092_0000003411_05462_20230114_045445_04.19.bin;265;1092;14/1/2023 00:00:00;4;54;14/1/2023 00:00:00;4;54;0:00:12;0;0,00;0;0;0;14/1/2023 04:54:18;14/1/2023 04:54:30
TLL_0265_482_01092_0000003411_05463_20230114_222736_04.19.bin;265;1092;14/1/2023 00:00:00;5;3;14/1/2023 00:00:00;7;36;2:32:09;32,998;13,01;5;44,5;0;14/1/2023 05:03:53;14/1/2023 07:36:02
TLL_0265_482_01092_0000003411_05464_20230114_224412_04.19.bin;265;1092;14/1/2023 00:00:00;7;36;14/1/2023 00:00:00;8;40;1:04:05;20,544;19,23;12;79;0;14/1/2023 07:36:32;14/1/2023 08:40:37
