Archivo;ID Empresa;Interno;Fecha Inicio primer turno;Hora Inicio primer turno;Minutos Inicio primer turno;Fecha cierre ultimo turno;Hora cierre ultimo turno;Minutos cierre ultimo turno;Duración;Distancia;Velocidad promedio;Cant. Trx.;Recaudacion;Reinicios;Inicio del primer turno;Cierre del último turno
TLL_0265_482_01093_0000003498_02981_20230201_230730_04.19.bin;265;1093;1/2/2023 00:00:00;11;18;1/2/2023 00:00:00;17;8;5:50:18;95,452;16,35;71;522,5;0;1/2/2023 11:18:18;1/2/2023 17:08:36
TLL_0265_482_01093_0000003498_02982_20230201_230833_04.19.bin;265;1093;1/2/2023 00:00:00;17;8;1/2/2023 00:00:00;23;0;5:51:49;96,928;16,53;35;141,5;0;1/2/2023 17:08:58;1/2/2023 23:00:47
TLL_0265_482_01093_0000003498_02983_20230203_045143_04.19.bin;265;1093;3/2/2023 00:00:00;4;51;3/2/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;3/2/2023 04:51:17;3/2/2023 04:51:25
TLL_0265_482_01093_0000003498_02984_20230203_230112_04.19.bin;265;1093;3/2/2023 00:00:00;4;58;3/2/2023 00:00:00;11;14;6:16:24;89,84;14,32;88;560,5;0;3/2/2023 04:58:20;3/2/2023 11:14:44
TLL_0265_482_01093_0000003498_02985_20230203_230214_04.19.bin;265;1093;3/2/2023 00:00:00;11;15;3/2/2023 00:00:00;17;8;5:53:31;95,54;16,22;97;640,5;0;3/2/2023 11:15:08;3/2/2023 17:08:39
TLL_0265_482_01093_0000003498_02986_20230203_230301_04.19.bin;265;1093;3/2/2023 00:00:00;17;9;3/2/2023 00:00:00;23;0;5:51:35;97,83;16,70;78;538,5;0;3/2/2023 17:09:20;3/2/2023 23:00:55
TLL_0265_482_01094_0000003524_01221_20230102_045743_04.19.bin;265;1094;2/1/2023 00:00:00;4;57;2/1/2023 00:00:00;4;57;0:00:11;0;0,00;0;0;0;2/1/2023 04:57:16;2/1/2023 04:57:27
TLL_0265_482_01094_0000003524_01222_20230102_233745_04.19.bin;265;1094;2/1/2023 00:00:00;5;25;2/1/2023 00:00:00;11;11;5:46:18;0;0,00;85;289,5;0;2/1/2023 05:25:23;2/1/2023 11:11:41
TLL_0265_482_01094_0000003524_01223_20230103_030341_04.19.bin;265;1094;2/1/2023 00:00:00;11;13;2/1/2023 00:00:00;16;54;5:40:59;0;0,00;46;269;0;2/1/2023 11:13:58;2/1/2023 16:54:57
TLL_0265_482_01094_0000003524_01224_20230103_030516_04.19.bin;265;1094;2/1/2023 00:00:00;17;9;2/1/2023 00:00:00;17;10;0:00:20;0;0,00;1;10;0;2/1/2023 17:09:40;2/1/2023 17:10:00
TLL_0265_482_01094_0000003524_01225_20230103_032652_04.19.bin;265;1094;2/1/2023 00:00:00;17;10;2/1/2023 00:00:00;23;34;6:23:57;0;0,00;53;321,5;0;2/1/2023 17:10:26;2/1/2023 23:34:23
TLL_0265_482_01094_0000003524_01226_20230103_050147_04.19.bin;265;1094;3/1/2023 00:00:00;5;1;3/1/2023 00:00:00;5;1;0:00:08;0;0,00;0;0;0;3/1/2023 05:01:22;3/1/2023 05:01:30
TLL_0265_482_01094_0000003524_01227_20230104_045840_04.19.bin;265;1094;4/1/2023 00:00:00;4;57;4/1/2023 00:00:00;4;58;0:00:10;0;0,00;0;0;0;4/1/2023 04:57:59;4/1/2023 04:58:09
TLL_0265_482_01094_0000003524_01228_20230104_232109_04.19.bin;265;1094;4/1/2023 00:00:00;5;37;4/1/2023 00:00:00;11;21;5:44:51;0;0,00;113;539,5;0;4/1/2023 05:37:01;4/1/2023 11:21:52
TLL_0265_482_01094_0000003524_01229_20230104_230144_04.19.bin;265;1094;4/1/2023 00:00:00;11;25;4/1/2023 00:00:00;17;9;5:43:59;0;0,00;35;200;0;4/1/2023 11:25:53;4/1/2023 17:09:52
TLL_0265_482_01094_0000003524_01230_20230104_230200_04.19.bin;265;1094;4/1/2023 00:00:00;17;13;4/1/2023 00:00:00;22;52;5:39:04;0;0,00;60;316;0;4/1/2023 17:13:53;4/1/2023 22:52:57
TLL_0265_482_01094_0000003524_01231_20230106_045539_04.19.bin;265;1094;6/1/2023 00:00:00;4;55;6/1/2023 00:00:00;4;55;0:00:09;0;0,00;0;0;0;6/1/2023 04:55:14;6/1/2023 04:55:23
TLL_0265_482_01094_0000003524_01232_20230106_173236_04.19.bin;265;1094;6/1/2023 00:00:00;5;34;6/1/2023 00:00:00;11;14;5:39:31;0;0,00;94;378,5;0;6/1/2023 05:34:35;6/1/2023 11:14:06
TLL_0265_482_01094_0000003524_01233_20230106_173238_04.19.bin;265;1094;6/1/2023 00:00:00;11;17;6/1/2023 00:00:00;16;56;5:39:19;0;0,00;38;240;0;6/1/2023 11:17:17;6/1/2023 16:56:36
TLL_0265_482_01094_0000003524_01234_20230106_173239_04.19.bin;265;1094;6/1/2023 00:00:00;17;9;6/1/2023 00:00:00;17;14;0:05:06;0;0,00;0;0;0;6/1/2023 17:09:11;6/1/2023 17:14:17
TLL_0265_482_01094_0000003524_01235_20230110_000327_04.19.bin;265;1094;9/1/2023 00:00:00;5;11;9/1/2023 00:00:00;11;12;6:01:29;0;0,00;90;356;0;9/1/2023 05:11:07;9/1/2023 11:12:36
TLL_0265_482_01094_0000003524_01236_20230110_000445_04.19.bin;265;1094;9/1/2023 00:00:00;11;19;9/1/2023 00:00:00;16;58;5:38:25;0;0,00;47;237;0;9/1/2023 11:19:40;9/1/2023 16:58:05
TLL_0265_482_01094_0000003524_01237_20230110_000602_04.19.bin;265;1094;9/1/2023 00:00:00;17;4;9/1/2023 00:00:00;22;56;5:51:27;0;0,00;37;267;0;9/1/2023 17:04:41;9/1/2023 22:56:08
TLL_0265_482_01094_0000003524_01239_20230111_045144_04.19.bin;265;1094;11/1/2023 00:00:00;4;51;11/1/2023 00:00:00;4;51;0:00:08;0;0,00;0;0;0;11/1/2023 04:51:19;11/1/2023 04:51:27
TLL_0265_482_01094_0000003524_01240_20230111_231225_04.19.bin;265;1094;11/1/2023 00:00:00;5;2;11/1/2023 00:00:00;11;15;6:12:24;0;0,00;102;339,5;0;11/1/2023 05:02:45;11/1/2023 11:15:09
TLL_0265_482_01094_0000003524_01241_20230111_231327_04.19.bin;265;1094;11/1/2023 00:00:00;11;20;11/1/2023 00:00:00;16;53;5:32:29;0;0,00;60;341,5;0;11/1/2023 11:20:35;11/1/2023 16:53:04
TLL_0265_482_01094_0000003524_01242_20230111_231459_04.19.bin;265;1094;11/1/2023 00:00:00;17;1;11/1/2023 00:00:00;22;57;5:55:37;0;0,00;49;138;0;11/1/2023 17:01:48;11/1/2023 22:57:25
TLL_0265_482_01094_0000003524_01243_20230113_045018_04.19.bin;265;1094;13/1/2023 00:00:00;4;49;13/1/2023 00:00:00;4;50;0:00:10;0;0,00;0;0;0;13/1/2023 04:49:52;13/1/2023 04:50:02
TLL_0265_482_01094_0000003524_01244_20230113_230038_04.19.bin;265;1094;13/1/2023 00:00:00;5;1;13/1/2023 00:00:00;11;8;6:06:51;0;0,00;106;408;0;13/1/2023 05:01:27;13/1/2023 11:08:18
TLL_0265_482_01094_0000003524_01245_20230113_230125_04.19.bin;265;1094;13/1/2023 00:00:00;11;14;13/1/2023 00:00:00;16;55;5:40:36;0;0,00;79;443,5;0;13/1/2023 11:14:37;13/1/2023 16:55:13
TLL_0265_482_01094_0000003524_01246_20230113_234513_04.19.bin;265;1094;13/1/2023 00:00:00;17;3;13/1/2023 00:00:00;22;56;5:53:27;0;0,00;36;224,5;0;13/1/2023 17:03:00;13/1/2023 22:56:27
TLL_0265_482_01094_0000003524_01247_20230117_000545_04.19.bin;265;1094;16/1/2023 00:00:00;4;50;16/1/2023 00:00:00;11;9;6:18:45;0;0,00;102;531,5;0;16/1/2023 04:50:43;16/1/2023 11:09:28
TLL_0265_482_01094_0000003524_01248_20230117_000833_04.19.bin;265;1094;16/1/2023 00:00:00;11;13;16/1/2023 00:00:00;16;53;5:39:57;0;0,00;67;404,5;0;16/1/2023 11:13:35;16/1/2023 16:53:32
TLL_0265_482_01094_0000003524_01249_20230116_234911_04.19.bin;265;1094;16/1/2023 00:00:00;17;9;16/1/2023 00:00:00;23;0;5:51:29;0;0,00;42;240,5;0;16/1/2023 17:09:25;16/1/2023 23:00:54
TLL_0265_482_01094_0000003524_01250_20230119_034321_04.19.bin;265;1094;18/1/2023 00:00:00;4;50;18/1/2023 00:00:00;11;17;6:27:02;0;0,00;81;313,5;0;18/1/2023 04:50:11;18/1/2023 11:17:13
TLL_0265_482_01094_0000003524_01251_20230119_060421_04.19.bin;265;1094;18/1/2023 00:00:00;11;18;18/1/2023 00:00:00;16;53;5:34:52;0;0,00;55;278;0;18/1/2023 11:18:38;18/1/2023 16:53:30
TLL_0265_482_01094_0000003524_01252_20230119_020944_04.19.bin;265;1094;18/1/2023 00:00:00;17;11;18/1/2023 00:00:00;23;0;5:49:20;0;0,00;46;224,5;0;18/1/2023 17:11:08;18/1/2023 23:00:28
TLL_0265_482_01094_0000003524_01253_20230121_045422_04.19.bin;265;1094;20/1/2023 00:00:00;4;51;20/1/2023 00:00:00;11;6;6:15:11;0;0,00;80;343,5;0;20/1/2023 04:51:33;20/1/2023 11:06:44
TLL_0265_482_01094_0000003524_01254_20230121_051258_04.19.bin;265;1094;20/1/2023 00:00:00;11;12;20/1/2023 00:00:00;16;55;5:42:57;0;0,00;46;237;0;20/1/2023 11:12:56;20/1/2023 16:55:53
TLL_0265_482_01094_0000003524_01255_20230121_051300_04.19.bin;265;1094;20/1/2023 00:00:00;17;2;20/1/2023 00:00:00;23;0;5:58:00;0;0,00;26;189;0;20/1/2023 17:02:30;20/1/2023 23:00:30
TLL_0265_482_01094_0000003524_01256_20230123_050815_04.19.bin;265;1094;23/1/2023 00:00:00;4;51;23/1/2023 00:00:00;4;51;0:00:09;0;0,00;0;0;0;23/1/2023 04:51:46;23/1/2023 04:51:55
TLL_0265_482_01094_0000003524_01257_20230123_233020_04.19.bin;265;1094;23/1/2023 00:00:00;5;9;23/1/2023 00:00:00;11;18;6:09:07;0;0,00;119;459,5;0;23/1/2023 05:09:12;23/1/2023 11:18:19
TLL_0265_482_01094_0000003524_01258_20230123_231115_04.19.bin;265;1094;23/1/2023 00:00:00;11;25;23/1/2023 00:00:00;16;53;5:27:58;0;0,00;44;239;0;23/1/2023 11:25:51;23/1/2023 16:53:49
TLL_0265_482_01094_0000003524_01259_20230123_231332_04.19.bin;265;1094;23/1/2023 00:00:00;16;58;23/1/2023 00:00:00;16;58;0:00:10;0;0,00;0;0;0;23/1/2023 16:58:46;23/1/2023 16:58:56
TLL_0265_482_01094_0000003524_01260_20230123_235041_04.19.bin;265;1094;23/1/2023 00:00:00;16;59;23/1/2023 00:00:00;23;0;6:01:25;0;0,00;41;293,5;0;23/1/2023 16:59:20;23/1/2023 23:00:45
TLL_0265_482_01094_0000003524_01261_20230125_044752_04.19.bin;265;1094;25/1/2023 00:00:00;4;47;25/1/2023 00:00:00;4;47;0:00:09;0;0,00;0;0;0;25/1/2023 04:47:25;25/1/2023 04:47:34
TLL_0265_482_01094_0000003524_01262_20230125_230327_04.19.bin;265;1094;25/1/2023 00:00:00;5;9;25/1/2023 00:00:00;11;4;5:55:50;0;0,00;68;276;0;25/1/2023 05:09:06;25/1/2023 11:04:56
TLL_0265_482_01094_0000003524_01263_20230125_230346_04.19.bin;265;1094;25/1/2023 00:00:00;11;12;25/1/2023 00:00:00;16;54;5:42:47;0;0,00;56;232,5;0;25/1/2023 11:12:02;25/1/2023 16:54:49
TLL_0265_482_01094_0000003524_01264_20230125_230352_04.19.bin;265;1094;25/1/2023 00:00:00;17;1;25/1/2023 00:00:00;23;0;5:58:10;0;0,00;31;184,5;0;25/1/2023 17:01:52;25/1/2023 23:00:02
TLL_0265_482_01094_0000003524_01265_20230127_044742_04.19.bin;265;1094;27/1/2023 00:00:00;4;47;27/1/2023 00:00:00;4;47;0:00:09;0;0,00;0;0;0;27/1/2023 04:47:15;27/1/2023 04:47:24
TLL_0265_482_01094_0000003524_01266_20230127_230111_04.19.bin;265;1094;27/1/2023 00:00:00;5;18;27/1/2023 00:00:00;11;4;5:46:04;0;0,00;36;220;0;27/1/2023 05:18:09;27/1/2023 11:04:13
TLL_0265_482_01094_0000003524_01267_20230127_230158_04.19.bin;265;1094;27/1/2023 00:00:00;11;11;27/1/2023 00:00:00;17;1;5:50:04;0;0,00;40;257;0;27/1/2023 11:11:30;27/1/2023 17:01:34
TLL_0265_482_01094_0000003524_01268_20230127_231902_04.19.bin;265;1094;27/1/2023 00:00:00;17;4;27/1/2023 00:00:00;22;58;5:54:18;0;0,00;35;157;0;27/1/2023 17:04:41;27/1/2023 22:58:59
TLL_0265_482_01094_0000003524_01269_20230130_044553_04.19.bin;265;1094;30/1/2023 00:00:00;4;45;30/1/2023 00:00:00;4;45;0:00:08;0;0,00;0;0;0;30/1/2023 04:45:27;30/1/2023 04:45:35
TLL_0265_482_01094_0000003524_01270_20230130_230236_04.19.bin;265;1094;30/1/2023 00:00:00;4;59;30/1/2023 00:00:00;8;28;3:29:14;0;0,00;33;114,5;0;30/1/2023 04:59:04;30/1/2023 08:28:18
TLL_0265_482_01094_0000003524_01271_20230130_230238_04.19.bin;265;1094;30/1/2023 00:00:00;8;28;30/1/2023 00:00:00;8;28;0:00:02;0;0,00;0;0;0;30/1/2023 08:28:55;30/1/2023 08:28:57
TLL_0265_482_01094_0000003524_01272_20230130_230239_04.19.bin;265;1094;30/1/2023 00:00:00;8;29;30/1/2023 00:00:00;8;29;0:00:05;0;0,00;0;0;0;30/1/2023 08:29:49;30/1/2023 08:29:54
TLL_0265_482_01094_0000003524_01273_20230130_230239_04.19.bin;265;1094;30/1/2023 00:00:00;8;31;30/1/2023 00:00:00;11;10;2:39:00;0;0,00;72;167;0;30/1/2023 08:31:20;30/1/2023 11:10:20
TLL_0265_482_01094_0000003524_01274_20230130_230242_04.19.bin;265;1094;30/1/2023 00:00:00;11;10;30/1/2023 00:00:00;11;11;0:00:35;0;0,00;1;0;0;30/1/2023 11:10:42;30/1/2023 11:11:17
TLL_0265_482_01094_0000003524_01275_20230130_230242_04.19.bin;265;1094;30/1/2023 00:00:00;11;14;30/1/2023 00:00:00;11;14;0:00:09;0;0,00;0;0;0;30/1/2023 11:14:19;30/1/2023 11:14:28
TLL_0265_482_01094_0000003524_01276_20230130_230243_04.19.bin;265;1094;30/1/2023 00:00:00;11;14;30/1/2023 00:00:00;11;15;0:00:35;0;0,00;0;0;0;30/1/2023 11:14:53;30/1/2023 11:15:28
TLL_0265_482_01094_0000003524_01277_20230130_230244_04.19.bin;265;1094;30/1/2023 00:00:00;11;15;30/1/2023 00:00:00;12;27;1:12:06;0;0,00;21;49;0;30/1/2023 11:15:51;30/1/2023 12:27:57
TLL_0265_482_01094_0000003524_01278_20230130_230245_04.19.bin;265;1094;30/1/2023 00:00:00;12;28;30/1/2023 00:00:00;16;55;4:27:40;0;0,00;34;238;0;30/1/2023 12:28:18;30/1/2023 16:55:58
TLL_0265_482_01094_0000003524_01279_20230130_230247_04.19.bin;265;1094;30/1/2023 00:00:00;17;3;30/1/2023 00:00:00;22;46;5:42:03;0;0,00;44;319;0;30/1/2023 17:03:58;30/1/2023 22:46:01
TLL_0265_482_01094_0000003524_01280_20230201_045624_04.19.bin;265;1094;1/2/2023 00:00:00;4;55;1/2/2023 00:00:00;4;56;0:00:12;0;0,00;0;0;0;1/2/2023 04:55:55;1/2/2023 04:56:07
TLL_0265_482_01094_0000003524_01281_20230201_230118_04.19.bin;265;1094;1/2/2023 00:00:00;5;1;1/2/2023 00:00:00;11;3;6:01:53;0;0,00;54;267;0;1/2/2023 05:01:44;1/2/2023 11:03:37
TLL_0265_482_01094_0000003524_01282_20230201_230119_04.19.bin;265;1094;1/2/2023 00:00:00;11;8;1/2/2023 00:00:00;16;54;5:46:01;0;0,00;40;244,5;0;1/2/2023 11:08:12;1/2/2023 16:54:13
TLL_0265_482_01094_0000003524_01283_20230201_230136_04.19.bin;265;1094;1/2/2023 00:00:00;17;5;1/2/2023 00:00:00;22;58;5:53:27;0;0,00;32;189;0;1/2/2023 17:05:22;1/2/2023 22:58:49
TLL_0265_482_01094_0000003524_01284_20230203_045500_04.19.bin;265;1094;3/2/2023 00:00:00;4;54;3/2/2023 00:00:00;4;54;0:00:13;0;0,00;0;0;0;3/2/2023 04:54:30;3/2/2023 04:54:43
TLL_0265_482_01094_0000003524_01285_20230204_034629_04.19.bin;265;1094;3/2/2023 00:00:00;5;5;3/2/2023 00:00:00;11;13;6:07:35;0;0,00;112;400,5;0;3/2/2023 05:05:54;3/2/2023 11:13:29
TLL_0265_482_01094_0000003524_01286_20230204_034847_04.19.bin;265;1094;3/2/2023 00:00:00;11;13;3/2/2023 00:00:00;16;58;5:45:04;0;0,00;74;390,5;0;3/2/2023 11:13:49;3/2/2023 16:58:53
TLL_0265_482_01094_0000003524_01287_20230204_040722_04.19.bin;265;1094;3/2/2023 00:00:00;17;5;3/2/2023 00:00:00;22;57;5:51:22;0;0,00;70;331,5;0;3/2/2023 17:05:50;3/2/2023 22:57:12
TLL_0265_999_01094_0000003524_01238_20230110_045026_04.19.bin;265;1094;10/1/2023 00:00:00;4;49;10/1/2023 00:00:00;4;50;0:00:10;0;0,00;0;0;0;10/1/2023 04:49:52;10/1/2023 04:50:02
TLL_0265_482_01099_0000003415_05517_20221230_230142_04.19.bin;265;1099;30/12/2022 00:00:00;5;33;30/12/2022 00:00:00;10;8;4:35:38;65,071;14,16;53;228;0;30/12/2022 05:33:18;30/12/2022 10:08:56
TLL_0265_482_01099_0000003415_05518_20221230_221003_04.19.bin;265;1099;30/12/2022 00:00:00;10;10;30/12/2022 00:00:00;11;11;1:01:02;18,67;18,35;12;30;0;30/12/2022 10:10:50;30/12/2022 11:11:52
TLL_0265_482_01099_0000003415_05519_20221230_221019_04.19.bin;265;1099;30/12/2022 00:00:00;11;19;30/12/2022 00:00:00;13;29;2:10:22;37,364;17,20;23;107;0;30/12/2022 11:19:13;30/12/2022 13:29:35
TLL_0265_482_01099_0000003415_05520_20221230_221020_04.19.bin;265;1099;30/12/2022 00:00:00;13;36;30/12/2022 00:00:00;18;5;4:29:06;76,108;16,97;27;200;0;30/12/2022 13:36:47;30/12/2022 18:05:53
TLL_0265_482_01099_0000003415_05521_20221230_221021_04.19.bin;265;1099;30/12/2022 00:00:00;18;25;30/12/2022 00:00:00;19;25;1:00:50;16,266;16,04;7;54,5;0;30/12/2022 18:25:03;30/12/2022 19:25:53
TLL_0265_482_01099_0000003415_05522_20221230_222854_04.19.bin;265;1099;30/12/2022 00:00:00;19;26;30/12/2022 00:00:00;21;43;2:16:49;39,314;17,24;16;104,5;0;30/12/2022 19:26:16;30/12/2022 21:43:05
TLL_0265_482_01099_0000003415_05523_20230103_044800_04.19.bin;265;1099;3/1/2023 00:00:00;4;47;3/1/2023 00:00:00;4;47;0:00:15;0;0,00;0;0;0;3/1/2023 04:47:29;3/1/2023 04:47:44
TLL_0265_482_01099_0000003415_05524_20230104_083554_04.19.bin;265;1099;3/1/2023 00:00:00;5;39;3/1/2023 00:00:00;11;15;5:36:27;85,764;15,29;88;320,5;0;3/1/2023 05:39:05;3/1/2023 11:15:32
TLL_0265_482_01099_0000003415_05525_20230104_083827_04.19.bin;265;1099;3/1/2023 00:00:00;11;18;3/1/2023 00:00:00;16;55;5:37:30;92,778;16,49;57;308;0;3/1/2023 11:18:21;3/1/2023 16:55:51
TLL_0265_482_01099_0000003415_05526_20230104_083843_04.19.bin;265;1099;3/1/2023 00:00:00;17;12;3/1/2023 00:00:00;23;3;5:51:23;93,524;15,97;45;192,5;0;3/1/2023 17:12:13;3/1/2023 23:03:36
TLL_0265_482_01099_0000003415_05527_20230104_083845_04.19.bin;265;1099;4/1/2023 00:00:00;5;11;4/1/2023 00:00:00;5;11;0:00:14;0;0,00;0;0;0;4/1/2023 05:11:44;4/1/2023 05:11:58
TLL_0265_482_01099_0000003415_05528_20230104_083846_04.19.bin;265;1099;4/1/2023 00:00:00;5;22;4/1/2023 00:00:00;5;23;0:00:22;0;0,00;0;0;0;4/1/2023 05:22:46;4/1/2023 05:23:08
TLL_0265_482_01099_0000003415_05533_20230107_050223_04.19.bin;265;1099;7/1/2023 00:00:00;4;56;7/1/2023 00:00:00;4;56;0:00:10;0;0,00;0;0;0;7/1/2023 04:56:31;7/1/2023 04:56:41
TLL_0265_482_01099_0000003415_05534_20230109_072727_04.19.bin;265;1099;7/1/2023 00:00:00;5;38;7/1/2023 00:00:00;10;2;4:24:00;67,97;15,45;17;100;0;7/1/2023 05:38:10;7/1/2023 10:02:10
TLL_0265_482_01099_0000003415_05535_20230109_072728_04.19.bin;265;1099;7/1/2023 00:00:00;10;9;7/1/2023 00:00:00;11;9;0:59:50;18,86;18,91;8;19;0;7/1/2023 10:09:41;7/1/2023 11:09:31
TLL_0265_482_01099_0000003415_05536_20230109_072759_04.19.bin;265;1099;7/1/2023 00:00:00;11;13;7/1/2023 00:00:00;13;22;2:08:50;37,479;17,45;15;110;0;7/1/2023 11:13:16;7/1/2023 13:22:06
TLL_0265_482_01099_0000003415_05537_20230109_072800_04.19.bin;265;1099;7/1/2023 00:00:00;13;48;7/1/2023 00:00:00;18;14;4:25:36;72,306;16,33;11;64,5;0;7/1/2023 13:48:37;7/1/2023 18:14:13
TLL_0265_482_01099_0000003415_05538_20230109_072800_04.19.bin;265;1099;7/1/2023 00:00:00;18;18;7/1/2023 00:00:00;19;20;1:01:59;18,572;17,98;6;40;0;7/1/2023 18:18:35;7/1/2023 19:20:34
TLL_0265_482_01099_0000003415_05539_20230110_045106_04.19.bin;265;1099;7/1/2023 00:00:00;19;39;7/1/2023 00:00:00;22;4;2:25:00;39,98;16,54;9;20;0;7/1/2023 19:39:32;7/1/2023 22:04:32
TLL_0265_482_01099_0000003415_05541_20230111_103200_04.19.bin;265;1099;10/1/2023 00:00:00;5;0;10/1/2023 00:00:00;11;11;6:11:05;85,857;13,88;100;449,5;0;10/1/2023 05:00:23;10/1/2023 11:11:28
TLL_0265_482_01099_0000003415_05542_20230111_103217_04.19.bin;265;1099;10/1/2023 00:00:00;11;16;10/1/2023 00:00:00;16;56;5:39:57;92,772;16,37;65;325;0;10/1/2023 11:16:50;10/1/2023 16:56:47
TLL_0265_482_01099_0000003415_05543_20230111_103219_04.19.bin;265;1099;10/1/2023 00:00:00;17;4;10/1/2023 00:00:00;22;59;5:54:42;94,231;15,94;25;99;0;10/1/2023 17:04:44;10/1/2023 22:59:26
TLL_0265_482_01099_0000003415_05544_20230113_081219_04.19.bin;265;1099;12/1/2023 00:00:00;4;46;12/1/2023 00:00:00;4;46;0:00:09;0;0,00;0;0;0;12/1/2023 04:46:05;12/1/2023 04:46:14
TLL_0265_482_01099_0000003415_05545_20230113_172952_04.19.bin;265;1099;12/1/2023 00:00:00;5;1;12/1/2023 00:00:00;11;15;6:13:36;85,824;13,78;84;312,5;0;12/1/2023 05:01:42;12/1/2023 11:15:18
TLL_0265_482_01099_0000003415_05546_20230113_074848_04.19.bin;265;1099;12/1/2023 00:00:00;11;15;12/1/2023 00:00:00;16;56;5:40:49;92,652;16,31;43;189;0;12/1/2023 11:15:52;12/1/2023 16:56:41
TLL_0265_482_01099_0000003415_05547_20230113_125810_04.19.bin;265;1099;12/1/2023 00:00:00;17;6;12/1/2023 00:00:00;22;58;5:52:28;93,898;15,98;40;190;0;12/1/2023 17:06:05;12/1/2023 22:58:33
TLL_0265_482_01099_0000003415_05548_20230114_045328_04.19.bin;265;1099;14/1/2023 00:00:00;4;53;14/1/2023 00:00:00;4;53;0:00:08;0;0,00;0;0;0;14/1/2023 04:53:03;14/1/2023 04:53:11
TLL_0265_482_01099_0000003415_05549_20230116_071159_04.19.bin;265;1099;14/1/2023 00:00:00;5;12;14/1/2023 00:00:00;8;49;3:36:58;48,567;13,43;15;80;0;14/1/2023 05:12:24;14/1/2023 08:49:22
TLL_0265_482_01099_0000003415_05550_20230116_094533_04.19.bin;265;1099;14/1/2023 00:00:00;8;50;14/1/2023 00:00:00;10;0;1:09:57;18,474;15,85;8;34,5;0;14/1/2023 08:50:56;14/1/2023 10:00:53
TLL_0265_482_01099_0000003415_05551_20230116_120102_04.19.bin;265;1099;14/1/2023 00:00:00;10;1;14/1/2023 00:00:00;13;28;3:27:16;55,407;16,04;30;121,5;0;14/1/2023 10:01:12;14/1/2023 13:28:28
TLL_0265_482_01099_0000003415_05552_20230116_121720_04.19.bin;265;1099;14/1/2023 00:00:00;13;38;14/1/2023 00:00:00;16;58;3:19:13;55,661;16,76;15;140;0;14/1/2023 13:38:53;14/1/2023 16:58:06
TLL_0265_482_01099_0000003415_05553_20230116_103645_04.19.bin;265;1099;14/1/2023 00:00:00;17;4;14/1/2023 00:00:00;18;9;1:05:14;18,514;17,03;10;89;0;14/1/2023 17:04:03;14/1/2023 18:09:17
TLL_0265_482_01099_0000003415_05554_20230116_094951_04.19.bin;265;1099;14/1/2023 00:00:00;18;17;14/1/2023 00:00:00;21;42;3:24:44;55,366;16,23;22;73,5;0;14/1/2023 18:17:32;14/1/2023 21:42:16
TLL_0265_482_01099_0000003415_05555_20230118_064128_04.19.bin;265;1099;17/1/2023 00:00:00;4;50;17/1/2023 00:00:00;11;11;6:20:09;85,908;13,56;87;331,5;0;17/1/2023 04:50:58;17/1/2023 11:11:07
TLL_0265_482_01099_0000003415_05556_20230118_064146_04.19.bin;265;1099;17/1/2023 00:00:00;11;12;17/1/2023 00:00:00;17;2;5:49:53;92,858;15,92;47;282,5;0;17/1/2023 11:12:51;17/1/2023 17:02:44
TLL_0265_482_01099_0000003415_05557_20230118_050602_04.19.bin;265;1099;17/1/2023 00:00:00;17;7;17/1/2023 00:00:00;23;0;5:53:41;94,009;15,95;18;117;0;17/1/2023 17:07:01;17/1/2023 23:00:42
TLL_0265_482_01099_0000003415_05558_20230119_045220_04.19.bin;265;1099;19/1/2023 00:00:00;4;51;19/1/2023 00:00:00;4;52;0:00:09;0;0,00;0;0;0;19/1/2023 04:51:54;19/1/2023 04:52:03
TLL_0265_482_01099_0000003415_05559_20230120_065528_04.19.bin;265;1099;19/1/2023 00:00:00;4;53;19/1/2023 00:00:00;11;8;6:15:35;85,881;13,72;108;460,5;0;19/1/2023 04:53:09;19/1/2023 11:08:44
TLL_0265_482_01099_0000003415_05560_20230120_045436_04.19.bin;265;1099;19/1/2023 00:00:00;11;14;19/1/2023 00:00:00;16;52;5:38:44;92,739;16,43;37;139;0;19/1/2023 11:14:15;19/1/2023 16:52:59
TLL_0265_482_01099_0000003415_05561_20230120_053112_04.19.bin;265;1099;19/1/2023 00:00:00;17;5;19/1/2023 00:00:00;23;0;5:55:25;94,253;15,91;47;308;0;19/1/2023 17:05:20;19/1/2023 23:00:45
TLL_0265_482_01099_0000003415_05562_20230121_045229_04.19.bin;265;1099;21/1/2023 00:00:00;4;52;21/1/2023 00:00:00;4;52;0:00:08;0;0,00;0;0;0;21/1/2023 04:52:04;21/1/2023 04:52:12
TLL_0265_482_01099_0000003415_05563_20230123_073005_04.19.bin;265;1099;21/1/2023 00:00:00;4;53;21/1/2023 00:00:00;8;50;3:57:12;48,611;12,30;22;140;0;21/1/2023 04:53:23;21/1/2023 08:50:35
TLL_0265_482_01099_0000003415_05564_20230123_073021_04.19.bin;265;1099;21/1/2023 00:00:00;8;51;21/1/2023 00:00:00;10;3;1:11:31;18,594;15,60;11;60;0;21/1/2023 08:51:49;21/1/2023 10:03:20
